# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  1 05:52:15 2023
#
# CONSTRAINT:  where (immodeldef =1)
#
# COLUMN plntname:       Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN imdelthmag:     Delta mag H-band (planet-host) [mag]
# COLUMN imdeltjmag:     Delta mag J-band (planet-host) [mag]
# COLUMN imdeltkmag:     Delta mag K-band (planet-host) [mag]
# COLUMN imdeltlpmag:    Delta mag Lp-band (planet-host) [mag]
# COLUMN imangsep:       Projected separation star-planet [arcsec]
# COLUMN imsep:          Projected separation star-planet [au]
# COLUMN imtruesep:      True separation star-planet [au]
# COLUMN impa:           Position angle star-planet [deg]
# COLUMN imdist:         Distance [pc]
# COLUMN imtelescope:    Telescope
# COLUMN iminstrument:   Instrument
# COLUMN imdateobs:      Date Obs [UT]
# COLUMN imcluster:      Cluster or group membership of host
# COLUMN imreflink:      Reference
# COLUMN imdisk:         Circumstellar Disk Detected?
# COLUMN imcorona:       Coronagraph Used?
# COLUMN imifu:          IFU Used?
# COLUMN ns:             Number of Stars
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN imjmag:         Stellar Magnitude J-band [mag]
# COLUMN imhmag:         Stellar Magnitude H-band [mag]
# COLUMN imkmag:         Stellar Magnitude K-band [mag]
# COLUMN imlpmag:        Stellar Magnitude Lp-band [mag]
# COLUMN implnjmag:      Planet Magnitude J-band [mag]
# COLUMN implnhmag:      Planet Magnitude H-band [mag]
# COLUMN implnkmag:      Planet Magnitude K-band [mag]
# COLUMN implnlpmag:     Planet Magnitude Lp-band [mag]
# COLUMN imstype:        Stellar Spectral Type
# COLUMN immass:         Stellar Mass [solar mass]
# COLUMN image:          Stellar Age [My]
# COLUMN imlum:          Stellar Luminosity [solar luminosity]
# COLUMN implmass:       Planet Mass [Jupiter mass]
# COLUMN implstype:      Planet Spectral Type
# COLUMN impltemp:       Planet Temperature [K]
# COLUMN implradius:     Planet Radius [Jupiter radius]
# COLUMN immodel:        Model Description
# COLUMN immodeldef:     Default Model
# COLUMN imnotes:        Notes
#
rowid,plntname,ra_str,ra,dec_str,dec,imdelthmag,imdeltjmag,imdeltkmag,imdeltlpmag,imangsep,imsep,imtruesep,impa,imdist,imtelescope,iminstrument,imdateobs,imcluster,imreflink,imdisk,imcorona,imifu,ns,glon,glat,imjmag,imhmag,imkmag,imlpmag,implnjmag,implnhmag,implnkmag,implnlpmag,imstype,immass,image,imlum,implmass,implstype,impltemp,implradius,immodel,immodeldef,imnotes
134,2MASS J12073346-3932539 b,12:07:33.47,181.8894470,-39:32:54.0,-39.54833200,5.70,5.500000000000e+00,4.980000000000e+00,3.900000000000e+00,0.778,55.0,,125.8,70.0,VLT:Yepun,NACO,2004-04-27,,<a href=https://ui.adsabs.harvard.edu/abs/2004A&A...425L..29C/abstract target=ref>Chauvin et al. 2004</a>,1,0,0,1,293.79036,22.5432974,13.00,12.39,11.95,11.38,1.850000000000e+01,18.09,1.693000000000e+01,1.528000000000e+01,M8.5,,8,,5,L5-L9.5,1250,,"DUSTY, Chabrier et al. (2000), COND, Baraffe et al. (2002)",1,
135,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,,,,,25.0,,,,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,0.06,,0.0,73,M8.5+L2,2075,9.200000000000e-01,"DUSTY, Chabrier et al. 2000",1,
136,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,,,,,25.0,,,,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,0.04,,0.0,73,M8.5+L2,2075,9.200000000000e-01,"TUCSON, Burrows et al. 1997",0,
137,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.109,2.7,,202.9,25.0,Keck:II,NIRC2,2006-05-21,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
138,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.108,2.7,,215.0,25.0,Keck:II,NIRC2,2006-11-27,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
139,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.108,2.7,,223.5,25.0,Keck:II,NIRC2,2007-05-14,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
140,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.108,2.7,,234.0,25.0,Keck:II,NIRC2,2007-12-01,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
141,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.111,2.8,,243.3,25.0,Keck:II,NIRC2,2008-05-15,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
142,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.120,3.0,,241.4,25.0,Keck:II,NIRC2,2008-05-30,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
143,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.113,2.8,,254.7,25.0,Keck:II,NIRC2,2008-12-19,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
144,2MASS J21402931+1625183 A b,21:40:29.32,325.1221590,16:25:18.3,16.42175900,0.93,9.500000000000e-01,7.400000000000e-01,,0.114,2.9,,263.3,25.0,Keck:II,NIRC2,2009-06-11,,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1087K/abstract target=ref>Konopacky et al. 2010</a>,0,0,0,1,70.48510,-26.4372550,13.32,12.66,12.27,,1.427000000000e+01,13.58,1.300000000000e+01,,,,,,,,,,,0,
145,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,8.48,9.790000000000e+00,7.390000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.737000000000e+01,15.57,1.437000000000e+01,,,,30,,13,"L1(+2,-1)",1594,,"DUSTY, Burrows et al (1997), Baraffe et al. (2002), B. Macintosh & M. Marley (private communication)",0,
146,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,7.78,8.590000000000e+00,6.890000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.617000000000e+01,14.87,1.387000000000e+01,,,,30,,14,"L1(+2,-1)",1764,,"DUSTY, Burrows et al (1997), Baraffe et al. (2002), B. Macintosh & M. Marley (private communication)",0,
147,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,7.98,8.990000000000e+00,7.090000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.657000000000e+01,15.07,1.407000000000e+01,,,,20,,13,"L1(+2,-1)",1672,,"DUSTY, Burrows et al (1997), Baraffe et al. (2002), B. Macintosh & M. Marley (private communication)",0,
148,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,8.08,9.090000000000e+00,7.090000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.667000000000e+01,15.17,1.407000000000e+01,,,,40,,14,"L1(+2,-1)",1701,,"DUSTY, Burrows et al (1997), Baraffe et al. (2002), B. Macintosh & M. Marley (private communication)",0,
149,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,8.18,8.590000000000e+00,7.590000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.617000000000e+01,15.27,1.457000000000e+01,,,,30,,13,"L1(+2,-1)",1513,,Burrows et al (1997),1,
150,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,6.98,7.290000000000e+00,6.490000000000e+00,,,,,,47.3,VLT:Yepun,NACO,"2003-03-17, 2004-03-05, 2004-09-25",Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.487000000000e+01,14.07,1.347000000000e+01,,,,30,,14,"L1(+2,-1)",1856,,Burrows et al (1997),0,
151,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,7.60,8.600000000000e+00,7.160000000000e+00,,5.460,258.3,,175.3,47.3,VLT:Yepun,NACO,2003-3-17,Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,1.618000000000e+01,14.69,1.414000000000e+01,,,,30,,14,"L1(+2,-1)",,,,0,
152,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,7.60,,,,5.450,257.8,,175.1,47.3,VLT:Yepun,NACO,2004-03-05,Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,,14.69,,,,,30,,14,"L1(+2,-1)",,,,0,
153,AB Pic b,06:19:12.91,94.8038025,-58:03:15.5,-58.05430980,7.60,,,,5.450,7.9,,175.3,47.3,VLT:Yepun,NACO,2004-09-25,Tucana-Horologium,<a href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref>Chauvin et al. 2005</a>,0,1,0,1,266.94371,-26.9307986,7.58,7.09,6.98,,,14.69,,,,,30,,14,"L1(+2,-1)",,,,0,
154,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,7.70,,,,0.411,7.9,,,19.2,VLT:Yepun,NACO,2003-11-10,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref>Lagrange et al. 2009</a>,1,0,0,1,258.36388,-30.6116321,,,,3.50,,11.20,,,A5V,,12,,9,,1600,,"COND, Baraffe et al. (2003)",0,
155,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,7.70,,,,0.411,7.9,,,19.2,VLT:Yepun,NACO,2003-11-10,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref>Lagrange et al. 2009</a>,1,0,0,1,258.36388,-30.6116321,,,,3.50,,11.20,,,A5V,1.80,12,,8,,1400,,"DUSTY, Chabrier et al. (2000)",1,
156,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,7.70,,,,0.411,7.9,,31.8,19.2,VLT:Yepun,NACO,2003-11-10,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref>Lagrange et al. 2009</a>,1,0,0,1,258.36388,-30.6116321,,,,3.50,,11.20,,,A5V,,12,,,,,,,0,
157,bet Pic b,05:47:17.08,86.8211975,-51:03:59.4,-51.06651310,7.60,,,,0.401,7.7,,32.1,19.2,VLT:Yepun,NACO,2003-11-13,bet Pic,<a href=https://ui.adsabs.harvard.edu/abs/2009A&A...493L..21L/abstract target=ref>Lagrange et al. 2009</a>,1,0,0,1,258.36388,-30.6116321,,,,3.50,,11.10,,,A5V,,12,,,,,,,0,
158,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,,,,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,,,,,,,,,T9.5,0.01,1000,0.0,8,T10,386,,Burrows et al. 2003,0,
159,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,1.800000000000e+00,2.200000000000e+00,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,20.18,20.63,,2.166000000000e+01,22.51,2.283000000000e+01,,T9.5,0.01,1000,0.0,6,T10,360,,"Lyon/COND, Baraffe et al. 2003",0,
160,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,1.800000000000e+00,2.200000000000e+00,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,20.18,20.63,,2.166000000000e+01,22.51,2.283000000000e+01,,T9.5,0.01,1000,0.0,7,T10,350,,"TUCSON, Burrows et al. 1997",1,Model does not correspond with date observed. Model does correspond with the stellar age.
161,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,1.800000000000e+00,2.200000000000e+00,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,20.18,20.63,,2.166000000000e+01,22.51,2.283000000000e+01,,T9.5,0.02,5000,0.0,19,T10,407,,Burrows et al. 2003,0,
162,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,1.800000000000e+00,2.200000000000e+00,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,20.18,20.63,,2.166000000000e+01,22.51,2.283000000000e+01,,T9.5,0.03,5000,0.0,14,T10,380,,"Lyon/COND, Baraffe et al. 2003",0,
163,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,1.800000000000e+00,2.200000000000e+00,,0.108,2.6,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,20.18,20.63,,2.166000000000e+01,22.51,2.283000000000e+01,,T9.5,0.03,5000,0.0,17,T10,380,,"TUCSON, Burrows et al. 1997",0,Model does not correspond with date observed. Model does correspond with the stellar age.
164,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,,1.800000000000e+00,,,0.110,2.5,,308.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,19.86,,,,2.166000000000e+01,,,,T9.5,0.01,1000,0.0,8,T10,386,,Burrows et al. 2003,0,Observing date used in model not specified.
165,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,2.33,,,,0.111,2.6,,309.3,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,,20.18,,,,22.51,,,T9.5,0.01,1000,0.0,8,T10,386,,Burrows et al. 2003,0,Observing date used in model not specified.
166,CFBDSIR J145829+101343 b,14:58:29.00,224.6208330,+10:13:43.0,10.22861110,,,2.200000000000e+00,,0.122,2.6,,314.0,23.1,Keck:II,NIRC2,2010-07-08,,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref>Liu et al. 2011</a>,0,0,0,1,9.59419,55.6550909,,,20.63,,,,2.283000000000e+01,,T9.5,0.01,1000,0.0,8,T10,386,,Burrows et al. 2003,0,Observing date used in model not specified.
167,CHXR 73 b,11:06:28.77,166.6198930,-77:37:33.2,-77.62587700,5.20,5.200000000000e+00,4.700000000000e+00,,1.300,210.0,,234.9,161.5,Magellan:Clay,PANIC,2005-04-30,Chamaeleon I,<a href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref>Luhman et al. 2006</a>,0,0,0,1,297.27772,-15.9216421,12.70,11.30,10.80,,1.790000000000e+01,16.50,1.550000000000e+01,,M3.5,0.35,2,,13,M9.5,,,"Chabrier et al. (2000), Burrows et al. (1997)",1,
168,CT Cha b,11:04:09.09,166.0378770,-76:27:19.4,-76.45538300,,,6.289000000000e+00,,2.670,440.0,,300.7,165.0,VLT:Yepun,NACO,2006-02-17,Chamaeleon I,<a href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref>Schmidt et al. 2008</a>,0,0,0,1,296.65370,-14.9091413,9.71,,8.66,,,,1.495000000000e+01,,K7,0.70,2,,17,M8-L0,2600,2.200000000000e+00,"DUSTY-Phoenix, Brott & Hauschild 2005, UCM, Tsuji 2005",1,"multiple mass estimates are listed in paper, but the author commits to the value given."
169,CT Cha b,11:04:09.09,166.0378770,-76:27:19.4,-76.45538300,,6.895000000000e+00,6.229000000000e+00,,2.670,440.0,,300.7,165.0,VLT:Yepun,NACO,2007-03-02,Chamaeleon I,<a href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref>Schmidt et al. 2008</a>,0,0,0,1,296.65370,-14.9091413,9.71,,8.66,,1.661000000000e+01,,1.489000000000e+01,,K7,0.70,2,,17,M8-L0,2600,2.200000000000e+00,"DUSTY-Phoenix, Brott & Hauschild 2005, UCM, Tsuji 2005",0,"multiple mass estimates are listed in paper, but the author commits to the value given."
170,DH Tau b,04:29:41.56,67.4231580,+26:32:58.3,26.54952000,6.14,5.940000000000e+00,6.010000000000e+00,,2.300,330.0,,,140.0,VLT:Melipal,SINFONI,"2007-10-22, 2007-12-18",Taurus,<a href=https://ui.adsabs.harvard.edu/abs/2012A&A...540A..85P/abstract target=ref>Patience et al. 2012</a>,0,0,1,1,171.89951,-14.9387211,9.77,8.82,8.18,,1.571000000000e+01,14.96,1.419000000000e+01,,M0.5,0.33,2,,11,L2,2700,2.700000000000e-01,"Allard et al. (2000), Itoh et al. (2005)",1,
171,FU Tau b,04:23:35.74,65.8989080,+25:02:59.6,25.04989800,,,,,5.670,793.8,,123.4,140.0,Sloan,,"2002-12-06, 2002-12-29",Taurus,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref>Luhman et al. 2009</a>,1,0,0,2,172.11559,-16.9607887,,,,,,,,,,,,,16,M9.25,2375,,Luhman et al. 2003,0,
172,FU Tau b,04:23:35.74,65.8989080,+25:02:59.6,25.04989800,,,,,5.610,785.4,,123.0,140.0,CFHT,CFH12K,2002-12-29,Taurus,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref>Luhman et al. 2009</a>,1,0,0,2,172.11559,-16.9607887,,,,,,,,,,,,,16,M9.25,2375,,Luhman et al. 2003,0,
173,FU Tau b,04:23:35.74,65.8989080,+25:02:59.6,25.04989800,,,,,5.720,800.8,,123.2,140.0,UKIRT,,2005-12-31,Taurus,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1265L/abstract target=ref>Luhman et al. 2009</a>,1,0,0,2,172.11559,-16.9607887,,,,,,,1.333000000000e+01,,,,,,16,M9.25,2375,,Luhman et al. (2003),1,
174,GU Psc b,01:12:35.05,18.1460060,+17:03:55.6,17.06547500,8.10,7.090000000000e+00,8.055000000000e+00,,41.970,2000.0,,,48.0,CFHT,WIRCam,"2011-10-10, 2011-12-26, 2011-12-28, 2011-12,29, 2012-09-07",AB Doradus,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref>Naud et al. 2014</a>,0,0,0,1,130.15233,-45.5095830,10.21,9.60,9.35,,1.812000000000e+01,17.70,1.740000000000e+01,,M3,,100,,11,T3.5,1050,1.180000000000e+00,Baraffe et al. (2003),0,
175,GU Psc b,01:12:35.05,18.1460060,+17:03:55.6,17.06547500,8.10,7.090000000000e+00,8.055000000000e+00,,41.970,2000.0,,,48.0,CFHT,WIRCam,"2011-10-10, 2011-12-26, 2011-12-28, 2011-12,29, 2012-09-07",AB Doradus,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref>Naud et al. 2014</a>,0,0,0,1,130.15233,-45.5095830,10.21,9.60,9.35,,1.812000000000e+01,17.70,1.740000000000e+01,,M3,,100,,11,T3.5,1050,1.355000000000e+00,"cloudy, Saumon and Marley (2008)",1,
176,GU Psc b,01:12:35.05,18.1460060,+17:03:55.6,17.06547500,8.10,7.090000000000e+00,8.055000000000e+00,,41.970,2000.0,,,48.0,CFHT,WIRCam,"2011-10-10, 2011-12-26, 2011-12-28, 2011-12,29, 2012-09-07",AB Doradus,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref>Naud et al. 2014</a>,0,0,0,1,130.15233,-45.5095830,10.21,9.60,9.35,,1.812000000000e+01,17.70,1.740000000000e+01,,M3,,100,,11,T3.5,1050,1.250000000000e+00,"no cloud, Saumon and Marley (2008)",0,
177,GU Psc b,01:12:35.05,18.1460060,+17:03:55.6,17.06547500,,,,,41.970,2000.0,,,48.0,,,,AB Doradus,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787....5N/abstract target=ref>Naud et al. 2014</a>,0,0,0,1,130.15233,-45.5095830,,,,,,,,,M3,,100,,,T3.5,,,,0,
178,VHS J125601.92-125723.9 b,12:56:02.15,194.0089640,-12:57:21.7,-12.95603100,,,,,8.060,102.0,,218.1,12.7,ESO:VISTA,VIRCAM,2011-07-01,,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...96G/abstract target=ref>Gauza et al. 2015</a>,0,0,0,1,304.67118,49.9002002,11.36,11.02,10.42,,1.713600000000e+01,15.78,1.466500000000e+01,,M7.5,0.07,225,,11,L7,880,,"this work, Gagne et al. (2014), Chauvin et al. (2005), McLean et al. (2003), Liu et al. (2013)",1,
179,WD 0806-661 b,08:06:53.75,121.7239020,-66:18:16.7,-66.30464980,,,,,130.200,,,104.2,19.2,Spitzer,IRAC,"2004-12-15, 2009-08-24",,<a href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730L...9L/abstract target=ref>Luhman et al. 2011</a>,0,0,0,1,279.42255,-17.5715768,,,,,,,,,DQ,0.62,1500,,7,,300,,"Burrows et al. (1997), Burrows et al. (2003)",1,Spitzer data were collected in 4.5 microns.
180,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.01,1000,,7,Y0,381,,Burrows et al. (2003),0,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
181,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.03,5000,,18,Y0,402,,Burrows et al. (2003),0,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
182,WISEP J121756.91+162640.2 A b,12:17:56.91,184.4871250,+16:26:40.2,16.44450000,2.20,2.100000000000e+00,2.160000000000e+00,,0.757,8.0,,,10.5,Keck:II,NIRC2,2012-01-29,,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...57L/abstract target=ref>Liu et al. 2012</a>,0,0,0,1,265.23847,76.7973725,17.98,18.31,18.94,,2.008000000000e+01,20.51,2.110000000000e+01,,T9,0.01,1000,,8,Y0,430,,Lyon/COND models and M(J),0,"Different angular separations and position angles are listed for each filter, for data obtained on the same night. The H-band separation and position angles are shown here."
